Query	Accession	Product_Name	OrthoDB	OrthoDB_Desc	Zen_OrthoDB	Zen_OrthoDB_Desc	UKB_OrthoDB	UKB_OrthoDB_Desc	GO_BP	GO_MF	GO_CC	Evidence_existence	InterPro	Pfam	UKB_GO_BP	UKB_GO_MF	Identity	Length	Evalue	Score	ODB_OG	ODB_Description	ODB_GO_MF	ODB_GO_BP	ODB_EC	ODB_COG_category	ODB_KEGG_ko	ODB_Interpro	ODB_evalue	ODB_score
tr_A0A8J9RT60_A0A8J9RT60_9CHLO	A0A8J9RT60	Photosystem I P700 chlorophyll a apoprotein A2	993334at33090	Small ribosomal subunit protein uS14	69811at33090	photosystem I P700 apoprotein A2	NA		GO:0015979	GO:0051539,GO:0016168,GO:0009055,GO:0000287,GO:0016491	GO:0009535,GO:0009522	3	IPR001280,IPR020586,IPR036408,IPR006244	PF00223	GO:0015979	GO:0051539,GO:0016168,GO:0009055,GO:0000287,GO:0016491	100	734	0	1533	993334at33090	Small ribosomal subunit protein uS14	GO:0046872,GO:0051536,GO:0051539,GO:0016168,GO:0016491,GO:0000287	GO:0015979	1.97.1.12	T,M,K	-	IPR036408,IPR020586,IPR001280,IPR006244	0	232.22
tr_A0A8J9RWU2_A0A8J9RWU2_9CHLO	A0A8J9RWU2	DNA-directed primase/polymerase protein	74140at33090	uncharacterized protein	8904at75966	DNA-directed primase polymerase isoform X1 isoform A	NA		GO:0042276,GO:0006264,GO:0031297,GO:0009411	GO:0003682,GO:0003896,GO:0003887	GO:0016020,GO:0005759,GO:0005634	4	IPR044917	PF03121	GO:0042276,GO:0006264,GO:0031297,GO:0009411	GO:0003682,GO:0003896,GO:0003887	100	1155	0	1930	74140at33090	uncharacterized protein	GO:0003682	GO:0042276,GO:0006269,GO:0009411,GO:0019985,GO:0006264	-	T,X,E	-	IPR044917	3.67e-87	42.41
tr_A0A8J9RXR7_A0A8J9RXR7_9CHLO	A0A8J9RXR7	Acyl-CoA dehydrogenase family member 11	71106at33090	Acyl-CoA dehydrogenase	71106at33090	Acyl-CoA dehydrogenase	NA		GO:0033539	GO:0003995,GO:0050660	GO:0031966	3	IPR041726,IPR050741,IPR006091,IPR046373,IPR036250,IPR009075,IPR013786,IPR037069,IPR009100,IPR002575,IPR011009	PF00441,PF02770,PF02771,PF01636	GO:0033539	GO:0003995,GO:0050660	100	866	0	1654	71106at33090	Acyl-CoA dehydrogenase	GO:0016627,GO:0050660	GO:0033539,GO:0006629,GO:0006631	-	I,E,C	-	IPR037069,IPR036250,IPR046373,IPR041726,IPR009100,IPR009075,IPR002575,IPR011009,IPR006091	2.27e-253	111.05
tr_A0A8J9RY77_A0A8J9RY77_9CHLO	A0A8J9RY77	Inosine-5'-monophosphate dehydrogenase	1519201at33090	Inosine-5'-monophosphate dehydrogenase	778at3041	Inosine-5'-monophosphate dehydrogenase	NA		GO:0006177	GO:0003938,GO:0046872,GO:0000166	GO:0005737	3	IPR013785,IPR000644,IPR046342,IPR005990,IPR015875,IPR001093	PF00571,PF00478	GO:0006177	GO:0003938,GO:0046872,GO:0000166	100	505	0	972	1519201at33090	Inosine-5'-monophosphate dehydrogenase	GO:0003938,GO:0003824,GO:0016491,GO:0046872,GO:0000166	GO:0006164,GO:0006183,GO:0006177	1.1.1.205	T,K,F	-	IPR005990,IPR015875,IPR001093,IPR013785,IPR046342	8.4e-141	105.61
tr_A0A8J9RZ93_A0A8J9RZ93_9CHLO	A0A8J9RZ93	RNA-splicing ligase RtcB homolog	13825at33090	tRNA-splicing ligase	993at75966	TRNA-splicing ligase RtcB-like protein	NA		GO:0006388	GO:0005525,GO:0046872,GO:0170057	GO:0072669	3	IPR001233,IPR036025,IPR027513	PF01139	GO:0006388	GO:0005525,GO:0046872,GO:0170057	100	508	0	1007	13825at33090	tRNA-splicing ligase	GO:0000166,GO:0046872,GO:0008452,GO:0016874,GO:0005525,GO:0003972,GO:0016886	GO:0008033,GO:0000971,GO:0006388	6.5.1.8	T,J,K	ko00230,ko00240,ko00670,ko00920,ko03020,olu01100	IPR001233,IPR027513,IPR036025	6.7e-272	190.13
tr_A0A8J9RZF9_A0A8J9RZF9_9CHLO	A0A8J9RZF9	Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial	1526392at33090	glutamyl-tRNA(Gln) amidotransferase subunit C	5535at75966	glutamyl-tRNA(Gln) amidotransferase subunit chloroplastic mitochondrial	NA		GO:0070681,GO:0032543,GO:0006450	GO:0005524,GO:0050567	GO:0009507,GO:0030956,GO:0005739	3	IPR036113,IPR003837	PF02686	GO:0070681,GO:0032543,GO:0006450	GO:0005524,GO:0050567	100	82	3.51e-51	161	1526392at33090	glutamyl-tRNA(Gln) amidotransferase subunit C	GO:0016874,GO:0005524,GO:0000166	GO:0070681,GO:0032543	-	J,G,M	-	IPR003837,IPR036113	3.01e-23	95.24
tr_A0A8J9RZM2_A0A8J9RZM2_9CHLO	A0A8J9RZM2	Queuine tRNA-ribosyltransferase catalytic subunit 1	11843at33090	queuine trna-ribosyltransferase catalytic subunit	11843at33090	queuine trna-ribosyltransferase catalytic subunit	NA		GO:0101030	GO:0046872,GO:0008479	GO:0005737	3	IPR004803,IPR036511,IPR002616	PF01702	GO:0101030	GO:0046872,GO:0008479	100	406	1.48e-298	813	11843at33090	queuine trna-ribosyltransferase catalytic subunit	GO:0016763,GO:0008479,GO:0046872,GO:0016740	GO:0101030,GO:0008033	-	G,E,P	-	IPR036511,IPR002616,IPR004803	4.34e-184	165.42
tr_A0A8J9S0A5_A0A8J9S0A5_9CHLO	A0A8J9S0A5	DNA replication licensing factor MCM3	41535at33090	Dna replication licensing factor mcm3	41535at33090	Dna replication licensing factor mcm3	NA		GO:0006270,GO:0006268	GO:0005524,GO:0016887,GO:0003677,GO:0004386	GO:0042555,GO:0005634	3	IPR003593,IPR031327,IPR008046,IPR018525,IPR001208,IPR041562,IPR027925,IPR033762,IPR012340,IPR027417	PF00493,PF17855,PF14551,PF17207	GO:0006270,GO:0006268	GO:0005524,GO:0016887,GO:0003677,GO:0004386	100	835	0	1593	41535at33090	Dna replication licensing factor mcm3	GO:0005524,GO:0000166,GO:0016787	GO:0032508,GO:0000727,GO:0006271,GO:1902975,GO:0006268	3.6.4.12	K,T,J	-	IPR003593,IPR027417,IPR031327,IPR041562,IPR008046,IPR033762,IPR027925,IPR012340,IPR018525,IPR001208	3.98e-203	103.27
tr_A0A8J9S0F1_A0A8J9S0F1_9CHLO	A0A8J9S0F1	DIS3-like exonuclease 2	1419369at33090	exosome complex exonuclease	8337at75966	Leucine-rich repeat	NA		GO:1990074	GO:0000175,GO:0046872,GO:0003723	GO:0000932	3	IPR041505,IPR028591,IPR012340,IPR001900,IPR022966,IPR050180,IPR033771	PF17849,PF00773,PF17216	GO:1990074	GO:0000175,GO:0046872,GO:0003723	100	1124	0	2130	1419369at33090	exosome complex exonuclease	GO:0000175,GO:0004540	-	-	K,T,E	-	IPR041505,IPR022966,IPR012340,IPR001900	1.65e-197	64.32
tr_A0A8J9S1X9_A0A8J9S1X9_9CHLO	A0A8J9S1X9	Cytochrome c oxidase subunit 1	37412at33090	cytochrome c oxidase	531522at2759	cytochrome c oxidase	NA		GO:0015990,GO:0006123	GO:0004129,GO:0020037,GO:0046872	GO:0005751	3	IPR023616,IPR036927,IPR000883,IPR023615,IPR033944,IPR014241	PF00115	GO:0015990,GO:0006123	GO:0004129,GO:0020037,GO:0046872	100	525	0	1063	37412at33090	cytochrome c oxidase	GO:0046872,GO:0020037,GO:0004129	GO:0009060,GO:0015990,GO:0006123,GO:0006119	-	C,P	ko00190	IPR023615,IPR033944,IPR023616,IPR000883,IPR036927	0	228.67
tr_A0A8J9S2C9_A0A8J9S2C9_9CHLO	A0A8J9S2C9	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic	1518939at33090	acetyl-CoA carboxylase subunit beta	1518939at33090	acetyl-CoA carboxylase subunit beta	NA		GO:0006633,GO:2001295	GO:0003989,GO:0005524,GO:0016743,GO:0008270	GO:0009317,GO:0009570	3	IPR034733,IPR000438,IPR029045	PF01039	GO:0006633,GO:2001295	GO:0003989,GO:0005524,GO:0016743,GO:0008270	100	566	0	1126	1518939at33090	acetyl-CoA carboxylase subunit beta	GO:0016740,GO:0005524,GO:0003989,GO:0000166	-	2.1.3.15	C,M,E	-	IPR000438,IPR029045,IPR034733,IPR011762	7.66e-162	117.46
tr_A0A8J9S2K6_A0A8J9S2K6_9CHLO	A0A8J9S2K6	Bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic	1381461at33090	Bifunctional aspartokinase/homoserine dehydrogenase	70682at3041	bifunctional aspartokinase/homoserine dehydrogenase I	NA		GO:0009089,GO:0009086,GO:0009088	GO:0004072,GO:0005524,GO:0004412,GO:0050661	NA	3	IPR036393,IPR045865,IPR054352,IPR041743,IPR001048,IPR005106,IPR001341,IPR042199,IPR018042,IPR011147,IPR001342,IPR019811,IPR036291	PF00696,PF22468,PF00742,PF03447	GO:0009089,GO:0009086,GO:0009088	GO:0004072,GO:0005524,GO:0004412,GO:0050661	100	931	0	1810	1381461at33090	Bifunctional aspartokinase/homoserine dehydrogenase	GO:0004072,GO:0016491,GO:0004412,GO:0050661,GO:0016301,GO:0003824,GO:0016740,GO:0000166,GO:0005524	GO:0008652,GO:0009090,GO:0009067,GO:0009086,GO:0016310,GO:0009088,GO:0009089	2.7.2.4,1.1.1.3	E,T,K	-	IPR011147,IPR045865,IPR005106,IPR019811,IPR001048,IPR041743,IPR036291,IPR001342,IPR018042,IPR036393,IPR001341,IPR002912,IPR027795	0	135.99
tr_A0A8J9S2P4_A0A8J9S2P4_9CHLO	A0A8J9S2P4	Elongation factor G, mitochondrial	1404442at33090	elongation factor G	953at3041	elongation factor G	NA		GO:0070125	GO:0005524,GO:0005525,GO:0003924,GO:0004386,GO:0003746	GO:0005739	3	IPR011545,IPR041095,IPR009022,IPR035647,IPR047872,IPR000640,IPR004161,IPR014001,IPR001650,IPR027417,IPR020568,IPR014721,IPR000629,IPR005225,IPR000795,IPR009000,IPR004540,IPR005517	PF00270,PF00679,PF14492,PF03764,PF00009,PF03144,PF00271	GO:0070125	GO:0005524,GO:0005525,GO:0003924,GO:0004386,GO:0003746	100	1549	0	2863	1404442at33090	elongation factor G	GO:0005525,GO:0000166	GO:0070125	-	L,J,T	-	IPR005517,IPR000795,IPR009000,IPR004161,IPR004540,IPR014721,IPR009022,IPR035647,IPR047872,IPR041095,IPR000640,IPR005225,IPR031157,IPR035649,IPR027417,IPR020568	0	109.06
tr_A0A8J9S3C2_A0A8J9S3C2_9CHLO	A0A8J9S3C2	Molybdopterin biosynthesis protein CNX1	32899at33090	Molybdopterin biosynthesis protein	4349954at2759	Gephyrin	NA		GO:0006777	GO:0005524,GO:0046872,GO:0061598,GO:0061599	GO:0005829	3	IPR036425,IPR001453,IPR008284,IPR038987,IPR005111,IPR036688,IPR005110,IPR036135	PF00994,PF03454,PF03453	GO:0006777	GO:0005524,GO:0046872,GO:0061598,GO:0061599	100	429	4.26e-296	809	32899at33090	Molybdopterin biosynthesis protein	GO:0061599,GO:0016740,GO:0061598,GO:0005524,GO:0046872	GO:0006777,GO:0032324,GO:0097112,GO:0007529,GO:0098970,GO:0072579	2.10.1.1	E,G,H	-	IPR005110,IPR038987,IPR005111,IPR036688,IPR036135,IPR036425,IPR008284,IPR001453	0	147.271
tr_A0A8J9S3Q3_A0A8J9S3Q3_9CHLO	A0A8J9S3Q3	Acireductone dioxygenase	1517576at33090	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	5235at75966	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	NA		GO:0019509	GO:0010308,GO:0010309,GO:0005506,GO:0016151	GO:0005737,GO:0005634	3	IPR004313,IPR027496,IPR014710,IPR011051	PF03079	GO:0019509	GO:0010308,GO:0010309,GO:0005506,GO:0016151	100	212	7.73e-158	441	1517576at33090	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	GO:0010309,GO:0016491,GO:0051213,GO:0046872,GO:0010308,GO:0016151,GO:0005506	GO:0019509,GO:0006555,GO:0008652,GO:0009086	-	K,G,T,E	-	IPR027496,IPR011051,IPR004313,IPR014710	2.39e-90	160.91
tr_A0A8J9S672_A0A8J9S672_9CHLO	A0A8J9S672	Alanine--tRNA ligase	463526at33090	alanine--tRNA ligase	71489at33090	alanine--tRNA ligase	NA		GO:0070143	GO:0004813,GO:0005524,GO:0000049,GO:0008270	GO:0005739	3	IPR045864,IPR002318,IPR018162,IPR018165,IPR018164,IPR050058,IPR023033,IPR003156,IPR010987,IPR036282,IPR004045,IPR004046,IPR018163,IPR009000,IPR012947	PF02272,PF00043,PF01411,PF07973	GO:0070143	GO:0004813,GO:0005524,GO:0000049,GO:0008270	100	1131	0	2226	463526at33090	alanine--tRNA ligase	GO:0005524,GO:0004813,GO:0002161,GO:0000166,GO:0016874,GO:0008270,GO:0046872	GO:0006419,GO:0043039,GO:0070143	6.1.1.7	J,L,F,T	ko00270,ko03420,ko04141	IPR003156,IPR018162,IPR012947,IPR018165,IPR002318,IPR009000,IPR045864,IPR023033,IPR018163,IPR018164	0	118.84
tr_A0A8J9S7A7_A0A8J9S7A7_9CHLO	A0A8J9S7A7	Translation factor GUF1 homolog, chloroplastic	397808at33090	translation factor GUF1	71681at3041	Translation factor GUF1, mitochondrial	NA		GO:0045727	GO:0005525,GO:0003924,GO:0043022,GO:0003746	GO:0009507	3	IPR006297,IPR035647,IPR000640,IPR004161,IPR031157,IPR027518,IPR038363,IPR013842,IPR035654,IPR027417,IPR005225,IPR000795,IPR009000	PF00679,PF00009,PF03144,PF06421	GO:0045727	GO:0005525,GO:0003924,GO:0043022,GO:0003746	100	608	0	1202	397808at33090	translation factor GUF1	GO:0005525,GO:0000166,GO:0016787	-	-	J,L,T	-	IPR004161,IPR005225,IPR027417,IPR013842,IPR031157,IPR009000,IPR006297,IPR038363,IPR035654,IPR000795,IPR000640,IPR035647	6.5e-276	151.57
tr_A0A8J9S7S4_A0A8J9S7S4_9CHLO	A0A8J9S7S4	Gamma-tubulin complex component	1523843at33090	gamma-tubulin complex component	8021at75966	Gamma-tubulin complex component, C-terminal domain superfamily	NA		GO:0031122,GO:0051321,GO:0007020,GO:0000278,GO:0051225	GO:0043015,GO:0051011	GO:0005737,GO:0000923,GO:0000930,GO:0005874,GO:0000922	3	IPR007259,IPR040457,IPR042241,IPR041470	PF04130,PF17681	GO:0031122,GO:0051321,GO:0007020,GO:0000278,GO:0051225	GO:0043015,GO:0051011	100	1075	0	2063	1523843at33090	gamma-tubulin complex component	GO:0043015,GO:0051011	GO:0007020,GO:0000226,GO:0031122	-	T,L,O	-	IPR041470,IPR007259,IPR040457,IPR042241	2.58e-132	55.78
tr_A0A8J9S8M1_A0A8J9S8M1_9CHLO	A0A8J9S8M1	ATP-dependent DNA helicase	290847at33090	ATP-dependent DNA helicase Q-like 3	9487at75966	ATP-dependent DNA helicase Q-like 3	NA		GO:0006268,GO:0000724	GO:0043138,GO:0005524,GO:0009378,GO:0016787,GO:0003676	GO:0005694,GO:0005737,GO:0005634	3	IPR011545,IPR004589,IPR014001,IPR001650,IPR027417,IPR032284,IPR003617,IPR035441,IPR017923	PF00270,PF00271,PF08711,PF16124	GO:0006268,GO:0000724	GO:0043138,GO:0005524,GO:0009378,GO:0016787,GO:0003676	100	769	0	1388	290847at33090	ATP-dependent DNA helicase Q-like 3	GO:0000166,GO:0016787,GO:0005524	GO:0006268	-	L,K,V	-	IPR001650,IPR032284,IPR027417	7.28e-33	27.24
tr_A0A8J9S9H7_A0A8J9S9H7_9CHLO	A0A8J9S9H7	Delta-1-pyrroline-5-carboxylate synthase	1519387at33090	DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE	71565at3041	Delta-1-pyrroline-5-carboxylate synthase	NA		GO:0055129	GO:0005524,GO:0004349,GO:0004350	GO:0005737	3	IPR036393,IPR016161,IPR016163,IPR016162,IPR015590,IPR001048,IPR020593,IPR001057,IPR019797,IPR000965,IPR005766	PF00696,PF00171	GO:0055129	GO:0005524,GO:0004349,GO:0004350	100	790	0	1459	1519387at33090	DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE	GO:0016491,GO:0016620,GO:0004349,GO:0003824,GO:0016301,GO:0005524,GO:0016740,GO:0000166	GO:0006561,GO:0008652,GO:0016310,GO:0009084,GO:0055129	1.2.1.41	T,K,E	-	IPR005715,IPR020593,IPR015590,IPR016161,IPR036393,IPR016163,IPR001057,IPR019797,IPR000965,IPR016162,IPR005766,IPR001048	6.04e-198	98.67
tr_A0A8J9SBF8_A0A8J9SBF8_9CHLO	A0A8J9SBF8	DNA-(apurinic or apyrimidinic site) endonuclease	7402at75966	AP endonuclease 1	7402at75966	AP endonuclease 1	NA		GO:0006284	GO:0003677,GO:0003906,GO:0008311,GO:0004519,GO:0016829,GO:0046872,GO:0008081	GO:0005634	3	IPR004808,IPR020847,IPR020848,IPR036691,IPR005135	PF03372	GO:0006284	GO:0003677,GO:0003906,GO:0008311,GO:0004519,GO:0016829,GO:0046872,GO:0008081	100	481	0	919										
tr_A0A8J9SBF9_A0A8J9SBF9_9CHLO	A0A8J9SBF9	DNA replication licensing factor MCM6	1367221at33090	DNA replication licensing factor Mcm6	72802at3041	DNA replication licensing factor Mcm6	NA		GO:0006270,GO:0006268	GO:0005524,GO:0003677,GO:0003678,GO:0016787	GO:0042555,GO:0005634	3	IPR031327,IPR008049,IPR041024,IPR018525,IPR001208,IPR041562,IPR027925,IPR033762,IPR012340,IPR027417	PF00493,PF18263,PF17855,PF14551,PF17207	GO:0006270,GO:0006268	GO:0005524,GO:0003677,GO:0003678,GO:0016787	100	917	0	1739	1367221at33090	DNA replication licensing factor Mcm6	GO:0005524,GO:1990518,GO:0000166,GO:0016787	GO:0032508,GO:0000727,GO:1902969,GO:0006268,GO:0007049	3.6.4.12	X,H,K	-	IPR008049,IPR033762,IPR031327,IPR012340,IPR041024,IPR001208,IPR018525,IPR027417,IPR041562,IPR027925	3.78e-237	100.85
tr_A0A8J9SBJ1_A0A8J9SBJ1_9CHLO	A0A8J9SBJ1	Light-independent protochlorophyllide reductase subunit N	69905at33090	Light-independent protochlorophyllide reductase, N subunit	69905at33090	Light-independent protochlorophyllide reductase, N subunit	NA		GO:0036068,GO:0019685	GO:0051539,GO:0005524,GO:0046872,GO:0016730,GO:0016636	GO:0009507	3	IPR050293,IPR000510,IPR005970	PF00148	GO:0036068,GO:0019685	GO:0051539,GO:0005524,GO:0046872,GO:0016730,GO:0016636	100	501	0	1006	69905at33090	Light-independent protochlorophyllide reductase, N subunit	GO:0016491,GO:0016730,GO:0046872,GO:0005524,GO:0051536,GO:0016636,GO:0000166,GO:0051539	GO:0015995,GO:0015979,GO:0019685,GO:0036068	1.3.7.7	P,C,O	-	IPR005970,IPR000510	0	259.48
tr_A0A8J9SD09_A0A8J9SD09_9CHLO	A0A8J9SD09	Alpha-aminoacylpeptide hydrolase	1518111at33090	aminopeptidase	74010at3041	Aminopeptidase N-like , N-terminal domain	NA		GO:0043171,GO:0006508	GO:0070006,GO:0042277,GO:0008270	GO:0005737,GO:0043231,GO:0016020	3	IPR045357,IPR042097,IPR024571,IPR034016,IPR001930,IPR050344,IPR014782,IPR027268	PF11838,PF01433,PF17900	GO:0043171,GO:0006508	GO:0070006,GO:0042277,GO:0008270	100	1198	0	2300	1518111at33090	aminopeptidase	GO:0008270,GO:0008237,GO:0070006,GO:0042277,GO:0004177,GO:0046872,GO:0016787	GO:0006508,GO:0043171	-	E,K,V	-	IPR042097,IPR001930,IPR027268,IPR024571,IPR034016,IPR045357,IPR014782	2.22e-106	43.17
tr_A0A8J9SDH7_A0A8J9SDH7_9CHLO	A0A8J9SDH7	Katanin p60 ATPase-containing subunit A1	1419032at33090	Katanin p60 ATPase-containing subunit A1	72021at33090	katanin p60 ATPase-containing subunit	NA		GO:0051013	GO:0005524,GO:0016887,GO:0016853,GO:0008017,GO:0008568	GO:0005737,GO:0005874	3	IPR003593,IPR041569,IPR003959,IPR003960,IPR028596,IPR048611,IPR050304,IPR027417,IPR015415	PF00004,PF17862,PF21126,PF09336	GO:0051013	GO:0005524,GO:0016887,GO:0016853,GO:0008017,GO:0008568	100	555	0	1093	1419032at33090	Katanin p60 ATPase-containing subunit A1	-	GO:0051013	-	O,D,T	-	IPR027417	1.36e-97	90.87
tr_A0A8J9SE01_A0A8J9SE01_9CHLO	A0A8J9SE01	Methionine aminopeptidase	1519562at33090	Methionine aminopeptidase	919at75966	methionine aminopeptidase	NA		GO:0006508	GO:0004239,GO:0046872,GO:0070006	GO:0022626	3	IPR036005,IPR000994,IPR001714,IPR002467,IPR031615	PF00557,PF15801	GO:0006508	GO:0004239,GO:0046872,GO:0070006	100	388	2.43e-297	809	1519562at33090	Methionine aminopeptidase	GO:0070006,GO:0004177,GO:0046872,GO:0004239,GO:0016787	GO:0006508	3.4.11.18	E,J,C	-	IPR002467,IPR000994,IPR036005,IPR001714,IPR031615	8.82e-160	166.24
tr_A0A8J9SEJ4_A0A8J9SEJ4_9CHLO	A0A8J9SEJ4	Small nuclear ribonucleoprotein Sm D1	1517948at33090	Small nuclear ribonucleoprotein	9626941at2759	small nuclear ribonucleoprotein	NA		GO:0000387	GO:0003723	GO:0071013,GO:0000243,GO:0034715,GO:0071011,GO:0034719,GO:0097526,GO:0005685,GO:0005689,GO:0005686,GO:0005687,GO:0005682	3	IPR027141,IPR010920,IPR034102,IPR001163	PF01423	GO:0000387	GO:0003723	100	105	2.11e-66	202	1517948at33090	Small nuclear ribonucleoprotein	-	GO:0000387,GO:0006397	-	T,K,C	-	IPR010920,IPR027141,IPR001163,IPR047575,IPR034102	2.13e-31	118.72
tr_A0A8J9SEN8_A0A8J9SEN8_9CHLO	A0A8J9SEN8	Inosine triphosphate pyrophosphatase	10167at33090	inosine triphosphate pyrophosphatase	6288734at2759	Uncharacterized protein	NA		GO:0009204,GO:0009117	GO:0046872,GO:0047429,GO:0000166	GO:0005737	3	IPR027502,IPR029001,IPR002637	PF01725	GO:0009204,GO:0009117	GO:0046872,GO:0047429,GO:0000166	100	196	2.33e-142	401	10167at33090	inosine triphosphate pyrophosphatase	GO:0047429,GO:0016787,GO:0000166,GO:0046872	GO:0009143,GO:0009117,GO:0009204	3.6.1.9	F,H,T	-	IPR027502,IPR029001,IPR002637	3.3e-82	152.85
tr_A0A8J9SF35_A0A8J9SF35_9CHLO	A0A8J9SF35	NADPH-dependent diflavin oxidoreductase 1	1520633at33090	Nadph-dependent diflavin oxidoreductase	45642at3041	NADPH-dependent diflavin oxidoreductase	NA		GO:0016226	GO:0050660,GO:0010181,GO:0050661,GO:0003958	GO:0005737	3	IPR003097,IPR001094,IPR008254,IPR001709,IPR029039,IPR039261,IPR023173,IPR028879,IPR001433,IPR017938	PF00667,PF00258,PF00175	GO:0016226	GO:0050660,GO:0010181,GO:0050661,GO:0003958	100	638	0	1271	1520633at33090	Nadph-dependent diflavin oxidoreductase	GO:0010181,GO:0016491,GO:0050660,GO:0003958,GO:0016651,GO:0050661	GO:0016226	-	P,T,C	-	IPR003097,IPR023173,IPR029039,IPR001094,IPR001709,IPR039261,IPR017927,IPR017938,IPR008254,IPR001433	4.3e-158	94.62
tr_A0A8J9SF95_A0A8J9SF95_9CHLO	A0A8J9SF95	DNA 3'-5' helicase	44024at33090	ATP-dependent DNA helicase	9035at75966	ATP-dependent DNA helicase Q-like 4A	NA		GO:0006268,GO:0000724	GO:0043138,GO:0005524,GO:0009378,GO:0016787,GO:0003676	GO:0005694,GO:0005737,GO:0005634	3	IPR011545,IPR004589,IPR014001,IPR001650,IPR002121,IPR044876,IPR027417,IPR032284,IPR018982,IPR036388,IPR036390	PF00270,PF00271,PF16124,PF09382	GO:0006268,GO:0000724	GO:0043138,GO:0005524,GO:0009378,GO:0016787,GO:0003676	100	1262	0	2343	44024at33090	ATP-dependent DNA helicase	GO:0000166,GO:0016787,GO:0005524	GO:0006268,GO:0006310	3.6.4.12	L,K,J,V	-	IPR001650,IPR004589,IPR011545,IPR014001,IPR027417,IPR032284,IPR036388	2.39e-170	73.26
tr_A0A8J9SFS8_A0A8J9SFS8_9CHLO	A0A8J9SFS8	DNA replication licensing factor MCM2	1526105at33090	DNA replication licensing factor	844at2759	DNA replication licensing factor	NA		GO:0006268,GO:0000727,GO:1902975	GO:0043138,GO:0005524,GO:0016787,GO:0046872,GO:0003697,GO:0017116	GO:0042555,GO:0005634	4	IPR031327,IPR008045,IPR018525,IPR001208,IPR041562,IPR027925,IPR033762,IPR012340,IPR027417	PF00493,PF12619,PF17855,PF14551,PF17207	GO:0006268,GO:0000727,GO:1902975	GO:0043138,GO:0005524,GO:0016787,GO:0046872,GO:0003697,GO:0017116	100	885	0	1713	1526105at33090	DNA replication licensing factor	GO:0005524,GO:0000166,GO:0016787,GO:0046872	GO:0032508,GO:0006268,GO:0000727,GO:1902975	3.6.4.12	X,H,L	-	IPR027925,IPR031327,IPR001208,IPR027417,IPR012340,IPR033762,IPR018525,IPR041562,IPR008045	3.1e-293	118.91
tr_A0A8J9SG35_A0A8J9SG35_9CHLO	A0A8J9SG35	RHOMBOID-like protein	1557966at33090	Peptidase S54, rhomboid domain	76545at3041	Peptidase S54, rhomboid domain	NA		GO:0006508,GO:0006355	GO:0004252	GO:0016020,GO:0005634	3	IPR036600,IPR002610,IPR022764,IPR035952	PF01694	GO:0006508,GO:0006355	GO:0004252	100	985	0	1910	1557966at33090	Peptidase S54, rhomboid domain	GO:0008236,GO:0016787,GO:0004252	GO:0006508	-	O,J	-	IPR002610,IPR022764,IPR036600,IPR035952	0	226.6
tr_A0A8J9SH52_A0A8J9SH52_9CHLO	A0A8J9SH52	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	70035at33090	succinate dehydrogenase	71672at2759	succinate dehydrogenase	NA		GO:0006121,GO:0006099	GO:0009055,GO:0050660,GO:0008177	GO:0005749	3	IPR003953,IPR036188,IPR003952,IPR037099,IPR015939,IPR030664,IPR027477,IPR011281,IPR014006	PF00890,PF02910	GO:0006121,GO:0006099	GO:0009055,GO:0050660,GO:0008177	100	634	0	1259	70035at33090	succinate dehydrogenase	GO:0016491,GO:0050660,GO:0016627	GO:0006099,GO:0006121,GO:0022900,GO:0009061	1.3.5.1	T,P	-	IPR011281,IPR014006,IPR003953,IPR036188,IPR027477,IPR015939,IPR037099,IPR030664,IPR003952	0	193.58
tr_A0A8J9SI58_A0A8J9SI58_9CHLO	A0A8J9SI58	Cytoplasmic tRNA 2-thiolation protein 1	1521046at33090	Cytoplasmic tRNA 2-thiolation protein 2	70532at3041	Cytoplasmic tRNA 2-thiolation protein 2	NA		GO:0032447,GO:0034227,GO:0002098	GO:0005524,GO:0016779,GO:0000049	GO:0005737	3	IPR032442,IPR000541,IPR014729,IPR011063,IPR035107,IPR020554	PF01171,PF16503	GO:0032447,GO:0034227,GO:0002098	GO:0005524,GO:0016779,GO:0000049	100	335	1.45e-244	671	1521046at33090	Cytoplasmic tRNA 2-thiolation protein 2	GO:0016740,GO:0003824,GO:0005524,GO:0000166,GO:0016779	GO:0002143,GO:0008033,GO:0002098,GO:0034227,GO:0032447	-	J,P,L	-	IPR011063,IPR000541,IPR035107,IPR032442,IPR014729	2.03e-177	183.89
